name,model,type,price,year,distance,drive,transmission,engine,color,city,owners,isActive
Nissan,Micra,Хетчбек,2250,1995,264.0,Передній,Ручна / Механіка,1 л (54 к.с. / 40 кВт);Газ / Бензин,Червоний,Лиман (Красний Лиман),2,true
Nissan,Sunny,Хетчбек,2300,1992,320.0,Передній,Ручна / Механіка,1.4 л;Бензин,Червоний,Заліщики,,true
Nissan,Micra,Інший,2300,1994,249.0,Передній,Ручна / Механіка,1 л;Бензин,Зелений,Одеса,,true
Nissan,Primera,Седан,2300,1993,260.0,Передній,Ручна / Механіка,2 л (115 к.с. / 85 кВт);Бензин,Бежевий металік,Рівне,,true
Nissan,Maxima,Седан,2300,1999,263.0,,Автомат,3 л;Газ / Бензин,,Рівне,,true
Nissan,Primera,Седан,2300,1992,300.0,Передній,Ручна / Механіка,2 л;Бензин,Сірий металік,Івано-Франківськ,,true
Nissan,Sunny,Седан,2300,1994,300.0,Передній,Ручна / Механіка,1.4 л;Бензин,Червоний,Одеса,2,true
Nissan,Sunny,Хетчбек,2300,1992,41.0,,Ручна / Механіка,2 л;Дизель,Сірий,Миколаїв,5,true
Nissan,Primera,Седан,2300,1996,280.0,Передній,,1.6 л;Газ / Бензин,Зелений,Дніпро (Дніпропетровськ),3,true
Nissan,Maxima,Седан,2300,1988,375.0,Передній,Ручна / Механіка,(175 к.с. / 129 кВт);Газ / Бензин,Сірий металік,Луцьк,2,true
Nissan,Bluebird,Седан,2300,1990,370.0,Передній,Ручна / Механіка,2 л;Бензин,Коричневий металік,Городенка,1,true
Nissan,Primera,Хетчбек,2350,1991,334.0,Передній,Ручна / Механіка,2 л (130 к.с. / 96 кВт);Бензин,Сірий,Балта,,true
Nissan,Primera,Хетчбек,2400,1990,175.0,,,2 л;Бензин,Білий,Полтава,2,true
Nissan,Primera,Седан,2400,1991,100.0,,,2 л;Газ / Бензин,Бежевий,Коростень,3,true
Nissan,Primera,Седан,2400,1992,310.0,Передній,Ручна / Механіка,1.6 л;Бензин,Синій металік,Полтава,,true
Nissan,Maxima,Седан,2400,1997,323.0,,Ручна / Механіка,2 л;Бензин,Сірий,Одеса,2,true
Nissan,Primera,Седан,2400,1992,384.0,Передній,Ручна / Механіка,1.6 л (97 к.с. / 71 кВт);Бензин,Червоний,Вінниця,1,true
Nissan,Primera,Седан,2400,1995,250.0,,,1.6 л;Газ / Бензин,Зелений,Броди,4,true
Nissan,Primera,Хетчбек,2400,1997,250.0,Передній,Ручна / Механіка,1.6 л (99 к.с. / 73 кВт);Бензин,Синій,Вараш (Кузнецовськ),,true
Nissan,Maxima QX,Седан,2400,1995,213.0,Передній,Автомат,3 л (197 к.с. / 145 кВт),Зелений металік,Одеса,3,true
Nissan,Sunny,Седан,2400,1994,300.0,Передній,Ручна / Механіка,1.4 л;Бензин,Синій,Первомайськ,3,true
Nissan,Micra,Хетчбек,2400,1996,229.0,Передній,Ручна / Механіка,1 л;Газ / Бензин,Червоний,Кременчук,3,true
Nissan,Primera,Седан,2450,1991,258.0,,Ручна / Механіка,2 л;Бензин,Сірий,Новомосковськ,1,true
Nissan,Sunny,Седан,2499,1992,240.0,Передній,,1.4 л;Газ / Бензин,Сірий,Херсон,2,true
Nissan,Primera,Хетчбек,2500,1997,319.0,Передній,Ручна / Механіка,1.6 л;Газ / Бензин,Синій,Вінниця,2,true
Nissan,Almera,Седан,2500,1998,277.0,Передній,Ручна / Механіка,1.4 л;Газ / Бензин,Сірий,Київ,,true
Nissan,Almera,Седан,2500,1995,275.0,Передній,Ручна / Механіка,1.4 л;Газ / Бензин,Зелений,Волочиськ,1,true
Nissan,Sunny,Седан,2500,1991,311.0,Передній,Ручна / Механіка,1.4 л;Газ / Бензин,Червоний,Ізмаїл,4,true
Nissan,Primera,Седан,2500,1995,310.0,Передній,Ручна / Механіка,1.6 л (102 к.с. / 75 кВт);Бензин,Червоний,Хмельницький,,true
Nissan,Primera,Унiверсал,2500,1992,500.0,Передній,Ручна / Механіка,2 л (156 к.с. / 115 кВт);Газ / Бензин,Сірий,Львів,4,true
Nissan,Largo,Мінівен,2500,1990,351.0,Задній,Ручна / Механіка,Газ / Бензин,Сірий,Каланчак,,true
Nissan,Primera,Унiверсал,2500,1993,450.0,Передній,Ручна / Механіка,2 л (204 к.с. / 150 кВт);Газ / Бензин,Сірий,Сміла,2,true
Nissan,Almera,Хетчбек,2500,1996,384.0,Передній,,1.4 л;Газ / Бензин,Червоний,Одеса,6,true
Nissan,Kubistar,"Легковий фургон (до 1,5т)",2500,2004,333.0,Передній,Ручна / Механіка,1.5 л;Дизель,Синій,Рівне,2,true
Nissan,Primera,Унiверсал,2500,1991,340.0,Передній,Ручна / Механіка,2 л (125 к.с. / 92 кВт);Бензин,Білий,Миколаїв,2,true
Nissan,Primera,Унiверсал,2500,1995,250.0,,Ручна / Механіка,Газ / Бензин,,Старобільськ,,true
Nissan,Primera,Седан,2500,1998,397.0,,Ручна / Механіка,1.6 л;Бензин,,Боярка,,true
Nissan,Primera,Седан,2500,1991,300.0,Передній,Ручна / Механіка,1.6 л,Білий,Одеса,,true
Nissan,Maxima,Седан,2500,1993,198.0,Передній,Ручна / Механіка,3 л (312.8 к.с. / 230 кВт);Бензин,Сірий,Одеса,5,true
Nissan,Almera,Хетчбек,2500,1998,225.0,Передній,Ручна / Механіка,1.4 л;Бензин,Зелений металік,Золочів,,true
Nissan,Almera,Седан,2500,1995,300.0,,Ручна / Механіка,Бензин,Червоний металік,Одеса,3,true
Nissan,Almera,Седан,2500,1996,312.0,Передній,Ручна / Механіка,1.4 л;Газ / Бензин,Сірий,Тернопіль,4,true
Nissan,Maxima,Седан,2500,1990,306.0,Передній,Автомат,3 л (170 к.с. / 125 кВт);Газ / Бензин,Сірий металік,Тернопіль,4,true
Nissan,Primera,Седан,2500,1991,350.0,Передній,Ручна / Механіка,2 л (150 к.с. / 110 кВт);Газ / Бензин,Сірий,Кременчук,,true
Nissan,Almera,Седан,2500,1996,400.0,Передній,Ручна / Механіка,1.4 л;Газ / Бензин,Червоний,Івано-Франківськ,3,true
Nissan,Sunny,Седан,2500,1993,384.0,Передній,Ручна / Механіка,1.4 л;Бензин,Сірий,Тячів,,true
